topic,rank,word,score
14,8,database,0.01509420997239812
14,9,track,0.014806169973498044
15,0,iframe,0.04092470636035647
15,1,devtools,0.03549432077528615
15,2,scripts,0.03400147077077988
15,3,extension,0.028961962435448872
15,4,script,0.02683322314133453
15,5,document,0.023923172710274936
15,6,content,0.02249160075744497
15,7,extensions,0.021559256220405804
15,8,embedder,0.020778211015277083
15,9,api,0.018535189714763436
16,0,firefox,0.02678502927218013
16,1,cpu,0.025789309149599732
16,2,usage,0.02170135995010465
16,3,results,0.0173557917028124
16,4,memory,0.017072888875570385
16,5,tab,0.016180281633435312
16,6,mozilla,0.016142354097335384
16,7,reproduce,0.014906292683972585
16,8,open,0.014482268538897093
16,9,page,0.013998608340445038
17,0,canvas,0.03889510885769839
17,1,sync,0.032354190454088196
17,2,animation,0.0319651280645597
17,3,pr,0.03080943903235716
17,4,reviewedon,0.025136035495794264
17,5,changeid,0.025136035495794264
17,6,animations,0.023530310758602097
17,7,follow,0.021474783991295144
17,8,sync pr,0.021318787154160215
17,9,webplatformtests pr,0.021318787154160215
18,0,translations,0.1034633668520169
18,1,translation,0.08013852781087183
18,2,translate,0.06935035879745408
18,3,language,0.06565199050231035
18,4,panel,0.030247352013709705
18,5,menu,0.024231075224040634
18,6,settings,0.024054304561973223
18,7,languages,0.02222525482059165
18,8,locale,0.022109790853148754
18,9,ui,0.021096417894848934
19,0,password,0.1559271134077205
19,1,passwords,0.05926708383932595
19,2,login,0.04924744579911689
19,3,saved,0.03536243052172424
19,4,username,0.025466724583417276
19,5,manager,0.02386140653317476
19,6,user,0.02172478227182163
19,7,account,0.021550081402806984
19,8,field,0.021170084668360904
19,9,firefox,0.018099289711240262
20,0,00,0.06840082530999832
20,1,const,0.06731687871898978
20,2,fd,0.04716197758459114
20,3,bool,0.04663563703422198
20,4,int,0.04587642646078628
20,5,unsigned,0.043488008686253195
20,6,unsigned int,0.03735713413121911
20,7,nsiframe,0.0371247366052287
20,8,addresssanitizer,0.02872754787781914
20,9,jshandlejsvalue,0.028565886057304958
21,0,certificate,0.09861147029516423
21,1,certificates,0.09628404565228409
21,2,ca,0.043919814465005064
21,3,ssl,0.02441615902106896
21,4,nss,0.02358889767410827
21,5,problem,0.02304880211375499
21,6,march,0.02255605279175218
21,7,client,0.020429339805183664
21,8,root,0.020349716367779512
21,9,validation,0.017244407349934026
22,0,focus,0.08138056989661566
22,1,reader,0.03312971934486599
22,2,tab,0.030997056387648547
22,3,nvda,0.026950904146824793
22,4,focused,0.02645299363223054
22,5,screen reader,0.026320131241119718
22,6,input,0.024592136208775685
22,7,keyboard,0.02388571526824874
22,8,press,0.018836762720946993
22,9,screen,0.01674622992940012
23,0,etp,0.13254699540436346
23,1,strict,0.08762604067632798
23,2,behavior,0.0597728669345513
23,3,environment operating,0.0583981891423598
23,4,reproduces,0.05419821828910442
23,5,operating,0.05329887085028345
23,6,version firefox,0.048857298279426496
23,7,reproducible,0.04844217138065203
23,8,firefox version,0.04778657434083909
23,9,actual behavior,0.04547179896037883
24,0,referenced,0.04216001935535412
24,1,error,0.04109357448536773
24,2,symbol,0.04105754496098449
24,3,clang,0.037818113159138446
24,4,rust,0.032033421632816035
24,5,undefined,0.03148814057995725
24,6,build,0.03138321320145728
24,7,volatile,0.024130193671939006
24,8,file included,0.023755455189950276
24,9,const,0.02252574001463702
25,0,tab,0.15723002867796332
25,1,group,0.1549750773299379
25,2,tab group,0.1306824707124156
25,3,tabs,0.11219697171987177
25,4,groups,0.0709368143075698
25,5,tab groups,0.0580402645578614
25,6,strip,0.054987671059640565
25,7,tray,0.04712744956913065
25,8,compose,0.03314441133509056
25,9,drag,0.026906661347058342
26,0,table,0.07668695548801292
26,1,div,0.038182601569828556
26,2,enus,0.03184510753055477
26,3,column,0.03007001935365089
26,4,mozilla50,0.027056002895353513
26,5,width,0.026042348866480904
26,6,windows,0.02458220134971224
26,7,li,0.024165846894922044
26,8,windows windows,0.024125664934320286
26,9,tables,0.02203802632589835
27,0,missing file,0.04327954339313318
27,1,referenced,0.040212696952424805
27,2,missing,0.03127509104571152
27,3,info,0.02919321115468402
27,4,task,0.026474744416849612
27,5,file,0.025762376216442465
27,6,pid,0.022228502126743727
27,7,info pid,0.017495462701769233
27,8,warning,0.01591204025019955
27,9,beta,0.013800397184524074
28,0,info pid,0.04521521101644557
28,1,pid,0.0365359911399194
28,2,reftest,0.02894487858992231
28,3,warning,0.026821707084718007
28,4,info,0.02340264747041804
28,5,info reftest,0.022779611375947622
28,6,task,0.021123902031560695
28,7,background warning,0.016908987139298996
28,8,ipdl background,0.016884277137717004
28,9,ipdl,0.016762568352946414
29,0,webgpu,0.17709405020215915
29,1,0700,0.05764960952952977
29,2,cts,0.049872255730721446
29,3,committed,0.04558453504950207
29,4,shader,0.04354813285006106
29,5,modified,0.0418959748752199
29,6,anonymous,0.03937729342951077
29,7,demo,0.0379637256667925
29,8,gpu,0.03731050725446668
29,9,files,0.03193648152599793
30,0,sync,0.04595362906658614
30,1,pr,0.04500984568806884
30,2,reviewedby,0.03609587733877064
30,3,tests,0.033972573814287615
30,4,cl,0.033788738344813135
30,5,hu,0.03292593201091161
30,6,changeid,0.030811575044150524
30,7,reviewedon,0.030811575044150524
30,8,wptsync,0.030487822105200985
30,9,sync complete,0.030487822105200985
31,0,cookie,0.08854547125095756
31,1,cookies,0.07001213003379553
31,2,tab does,0.05311944418677532
31,3,transform,0.04199292773613171
31,4,thread warning,0.03783271016580198
31,5,info pid,0.03715997229662642
31,6,main thread,0.030099832313447684
31,7,pid,0.02985070035510232
31,8,information,0.029000407484763353
31,9,warning,0.028203131979539556
32,0,geckoview,0.13112845270328424
32,1,gecko,0.05630398836971438
32,2,geckodriver,0.030563462779919753
32,3,encryption,0.02948846779675546
32,4,processing,0.027543166640902058
32,5,android,0.023121450977207456
32,6,path,0.023036754740762756
32,7,logcat,0.020373218096230352
32,8,need,0.018314487528239352
32,9,dynamic,0.018298615125630146
33,0,text,0.0785245116236776
33,1,caret,0.033952903781839155
33,2,selection,0.03340263131248041
33,3,select,0.027100700771603904
33,4,cursor,0.022520773979028137
33,5,highlight,0.02115457332543813
33,6,word,0.019410193848556648
33,7,line,0.01773054891523563
33,8,characters,0.017194496101284942
33,9,paragraph,0.016678514138102382
34,0,merge,0.10580341935744575
34,1,reopen,0.08378289052491594
34,2,rebase,0.07473105189719843
34,3,ul,0.07204018858918904
34,4,close,0.06526266792013515
34,5,pr,0.06331452036886956
34,6,ignore,0.06130864390430689
34,7,stop,0.05938567892439778
34,8,upgrade,0.056275508512137674
34,9,bump,0.05427591152854097
35,0,mason,0.04471545674584678
35,1,mason freed,0.04471545674584678
35,2,freed masonfchromiumorg,0.0444071436675767
35,3,masonfchromiumorg,0.04430657658964889
35,4,freed,0.04185529675155816
35,5,follow mason,0.03773622402612986
35,6,masonfchromiumorg wrote,0.03733858661956019
35,7,sync,0.03414288509108331
35,8,pr,0.032890787438853764
35,9,popup,0.027500697934045058
36,0,webrender,0.22685556390081257
36,1,regression,0.10901542819458776
36,2,fission,0.09330016025292653
36,3,push,0.08420929287132442
36,4,alert,0.083722338691776
36,5,patches,0.07485380503204996
36,6,stylo,0.07217114799727063
36,7,e10s,0.06650688983802165
36,8,performance,0.06426131576308314
36,9,graphs,0.04896233785628368
37,0,const,0.07532966279181658
37,1,bool,0.05989965685987743
37,2,jshandlejsvalue,0.03500351667948729
37,3,unsigned,0.03226155665442481
37,4,assertion failure,0.031939091116472494
37,5,jscallreason,0.03153366983494242
37,6,mozilladomevent,0.03147187360636821
37,7,int,0.02981172079242678
37,8,fuzzing,0.02913943300164461
37,9,assertion,0.028308661159213107
38,0,readonly,0.04971845590398654
38,1,file open,0.033175525771105926
38,2,testinfo expected,0.03294372888440671
38,3,access,0.030907202788316938
38,4,handle,0.030789330125682357
38,5,profiler,0.03062213669446826
38,6,writable,0.028110589523960075
38,7,mode,0.027809193278478615
38,8,stream,0.026006945033975763
38,9,markers,0.025123396499357308
39,0,eslint,0.15742768611016866
39,1,modules,0.056941343880999196
39,2,rules,0.03939254267646408
39,3,rule,0.036100958841047026
39,4,convert,0.035999220979927485
39,5,files,0.034536027772277
39,6,global,0.02915173327304855
39,7,module,0.02775253591673618
39,8,plugin,0.026866276175540646
39,9,like,0.01981448238449755
40,0,bookmarks,0.1721897803044975
40,1,bookmark,0.08966697768096145
40,2,folder,0.057557776752583306
40,3,toolbar,0.04940652229474326
40,4,menu,0.0296511328421531
40,5,star,0.02372610696431383
40,6,new tab,0.021186110654197704
40,7,open,0.021006673861459612
40,8,context menu,0.020581320827219158
40,9,delete,0.016523019506492855
41,0,font,0.08093055477104556
41,1,fonts,0.05347233241460528
41,2,unicode,0.04536306234630548
41,3,characters,0.03153881757708515
41,4,glyphs,0.019679953769273423
41,5,address bar,0.01937913883066859
41,6,chinese,0.01912765921877379
41,7,results,0.01899377388812112
41,8,windows,0.016799423872988155
41,9,mozilla50,0.01562936681814611
42,0,pdfjs,0.07870181906189738
42,1,created clone,0.04031955535499884
42,2,initially created,0.040146593526314056
42,3,bug initially,0.040146593526314056
42,4,clone bug,0.04003299268057158
42,5,clone,0.03846107433729968
42,6,initially,0.03641117918835119
42,7,version,0.03281772966716746
42,8,pdf,0.032523879026306685
42,9,issue,0.03223917597982622
43,0,style,0.04828211278892741
43,1,sync,0.029253046497615825
43,2,pr,0.028211217331089087
43,3,invalidation,0.02819262044529199
43,4,changeid,0.021425435510674152
43,5,reviewedon,0.021425435510674152
43,6,element,0.020063272138764878
43,7,upstream,0.019617345036359632
43,8,follow,0.019373572927222703
43,9,details upstream,0.019284244749028373
44,0,metrics,0.14896663694406037
44,1,glean,0.11264413571657945
44,2,metric,0.09859965287836248
44,3,pings,0.0851360586385616
44,4,ping,0.0757600706476311
44,5,instrumentation,0.03026054465085549
44,6,population,0.02548262712082708
44,7,type,0.025306923182114964
44,8,realtime,0.02402028791320113
44,9,data,0.023746822368852283
45,0,download,0.09165646710582522
45,1,downloads,0.05689925844050325
45,2,pdf,0.03957516907112161
45,3,save,0.03509371164637223
45,4,files,0.030376168848537215
45,5,downloaded,0.025055115202055323
45,6,file,0.024381053846555277
45,7,location,0.021857764908037293
45,8,handler,0.020793151969002163
45,9,default,0.018935386479622583
46,0,prerequisites,0.05037576617899667
46,1,experiment,0.0440643782437914
46,2,firefox,0.03175691226111805
46,3,affected,0.030987560293336394
46,4,displayed,0.029614226403847102
46,5,browser,0.027566207896772676
46,6,profile,0.02709886105278097
46,7,issue reproducible,0.026667841015947404
46,8,versions firefox,0.026125240177052027
46,9,build id,0.024715690718973757
47,0,tab,0.09179173316477197
47,1,tabs,0.07103439905088338
47,2,new tab,0.030917324690526958
47,3,container,0.023428598341115454
47,4,session,0.021043823575726015
47,5,restore,0.020727436932737386
47,6,windows,0.019006720829107267
47,7,close,0.018710464457409558
47,8,window,0.018489408247166397
47,9,recently closed,0.017098317302311525
48,0,extension,0.3464775086120263
48,1,block,0.19888980665982234
48,2,versions,0.1906782345830785
48,3,platforms,0.12998918625251443
48,4,flash,0.09612873613074227
48,5,player,0.08352926426667168
48,6,request,0.08060917798490383
48,7,addons,0.06638247387765224
48,8,reason,0.06551900985823242
48,9,ids,0.06495711221164657
49,0,mach,0.15255677038783858
49,1,line,0.0715746210142356
49,2,python,0.05829525859496984
49,3,file,0.0552442126444839
49,4,busted,0.041982247642869897
49,5,module,0.03602095605071468
49,6,dependencies,0.03474018970202812
49,7,run,0.032554643593953055
49,8,bootstrap,0.030902024652158033
49,9,running mach,0.029002253175030485
50,0,scroll,0.09687152443683732
50,1,snap,0.0764786353996846
50,2,position,0.03998653053621312
50,3,sync,0.02867591735293571
50,4,david,0.02844084103747198
50,5,pr,0.02756684976892288
50,6,follow david,0.026487263255924973
50,7,scroll position,0.02267253698996091
50,8,reviewedon,0.020508794276353916
50,9,changeid,0.020508794276353916
51,0,print,0.20204690404193917
51,1,printing,0.08093912136864236
51,2,printed,0.053619956359276265
51,3,print preview,0.05009211992158088
51,4,preview,0.04968473131712879
51,5,printer,0.04539268579190177
51,6,pdf,0.04532265591978305
51,7,dialog,0.029418119348215716
51,8,pages,0.028828768040879253
51,9,results,0.027384058652426383
52,0,wasm,0.08052375216422794
52,1,registers,0.04805479860403055
52,2,operations,0.04117910794672743
52,3,baseline,0.038358795522335294
52,4,code,0.03827094055294181
52,5,x86,0.03823572999882227
52,6,ion,0.02917770333073468
52,7,allocator,0.02881254812585549
52,8,stack,0.027301996637200034
52,9,arm64,0.02705631469262904
53,0,pdf,0.1567178122291447
53,1,viewer,0.042073947801932694
53,2,pdf viewer,0.04057581671693599
53,3,pdf file,0.03497160733715503
53,4,results,0.028955317101257934
53,5,reader,0.028507333955975503
53,6,correctly,0.028022977486240264
53,7,adobe,0.027769801198208474
53,8,agent mozilla50,0.02687423851020892
53,9,user agent,0.026460068242745573
54,0,cc,0.11029731275333174
54,1,form,0.10126248811799779
54,2,field,0.09179440506606354
54,3,autofill,0.0819908550690656
54,4,card,0.07487265024361021
54,5,fields,0.06929097420636843
54,6,credit,0.061367326426810816
54,7,dropdown,0.05524179530197577
54,8,applied,0.05023908199485432
54,9,eligible,0.04708945601966314
55,0,metrics,0.15612848117212305
55,1,probes,0.0800420663018471
55,2,friendly,0.07188701447350693
55,3,collection,0.06898241960930195
55,4,nightly release,0.06876149210509358
55,5,release version,0.06839140364829839
55,6,glean,0.06633831272919348
55,7,longer needed,0.06578197636665807
55,8,hand,0.06388854773309335
55,9,submit,0.06351548235084693
56,0,webrender,0.18920911550846992
56,1,fixing,0.04094553126758528
56,2,wr,0.03446360430908638
56,3,rolling,0.034287599522391084
56,4,swwr,0.03402746679259154
56,5,placeholder bug,0.03249062410066978
56,6,im filing,0.032483323091425945
56,7,try push,0.029166400107935607
56,8,basis,0.028953364706976563
56,9,new bug,0.028553820165429608
57,0,flex,0.15056685788780122
57,1,items,0.05073144966930508
57,2,containers,0.04034373723139258
57,3,grid,0.03990857212697207
57,4,baseline,0.03471374508142026
57,5,layout,0.031205084855952924
57,6,reflow,0.02958540730302123
57,7,item,0.02849638315887355
57,8,container,0.023395513915227026
57,9,scrollbars,0.023068249252130895
58,0,pid,0.030329898772588786
58,1,child,0.02759031949195928
58,2,info,0.027574614693163864
58,3,main thread,0.02647441588557121
58,4,info pid,0.026396559698375118
58,5,warning,0.025357970147555108
58,6,ipc,0.024786790738861853
58,7,task,0.023940902150138756
58,8,thread warning,0.02388653514403651
58,9,thread,0.023850712274718213
59,0,calendar,0.06374091837378307
59,1,time,0.06276038493268303
59,2,date,0.06087812593162191
59,3,standard,0.05694230614358691
59,4,timezone,0.046566250459376665
59,5,input,0.03816892234792538
59,6,month,0.035320949896778975
59,7,day,0.03309579114519589
59,8,picker,0.025680419079119526
59,9,tue,0.02478813492313786
60,0,svg,0.1267255358540847
60,1,filter,0.033164593081282875
60,2,mask,0.03189258477891603
60,3,results,0.02838556248383363
60,4,path,0.026741055838587068
60,5,info pid,0.02509708078380924
60,6,rect,0.021246068844440393
60,7,expected results,0.020308783055146547
60,8,pid,0.02016054889075629
60,9,actual results,0.020117372117993224
61,0,fennec,0.15754834558230896
61,1,fenix,0.15427611442512826
61,2,github,0.03828231518040155
61,3,beta,0.03706366980962194
61,4,docker,0.03180531900338301
61,5,need,0.031102435362898667
61,6,release,0.030468927429478165
61,7,esr,0.029687828589158822
61,8,support,0.026326403557074086
61,9,repo,0.026164956476879803
62,0,font,0.06150451192322728
62,1,fonts,0.04505946388522884
62,2,ul,0.04101381813712242
62,3,pr,0.03574962812575397
62,4,sync,0.02963848042158829
62,5,details,0.02572592311705781
62,6,glyph,0.022642971746573648
62,7,wptsync sync,0.01966357689079451
62,8,complete pr,0.01966357689079451
62,9,sync webplatformtests,0.01966357689079451
63,0,review,0.10422028832613925
63,1,card,0.08306830981792804
63,2,review checker,0.08181464566945851
63,3,checker,0.07739852077579817
63,4,cards,0.05988202429965425
63,5,button,0.044808449778538165
63,6,product,0.03944513914437669
63,7,sidebar,0.03738358141857805
63,8,quality,0.03478919829534236
63,9,screen reader,0.032075247585585956
64,0,search,0.15105916864408475
64,1,engine,0.1123751940471598
64,2,wikipedia,0.07231842594546121
64,3,search engine,0.06791188866253206
64,4,engines,0.04595520842600449
64,5,configuration,0.043921982780987974
64,6,service,0.04219035788493649
64,7,parameter,0.03742081350700311
64,8,search engines,0.033972432430946775
64,9,tests,0.03017700163025016
65,0,docker,0.11692108517655021
65,1,workers,0.08476066489212461
65,2,taskcluster,0.05893981260593465
65,3,worker,0.055816669865672124
65,4,gcp,0.047227580465739
65,5,cluster,0.037007082351490285
65,6,deployment,0.035304868600977
65,7,jobs,0.03242037281519127
65,8,client,0.03235354470735517
65,9,cli,0.03152164222696767
66,0,seamonkey,0.22661295010463375
66,1,bug build,0.04245612775636503
66,2,release,0.04064603498235075
66,3,send,0.03448911064892992
66,4,final,0.03211849267647096
66,5,build,0.031834069614534194
66,6,trunk,0.028563989436698824
66,7,port bug,0.025358445362786645
66,8,html file,0.024404136370981266
66,9,html,0.024292302789058615
67,0,inline function,0.1368855547459838
67,1,253,0.12782231504090524
67,2,inline,0.10580440845041654
67,3,function,0.07334158601885145
67,4,int,0.06465627937542198
67,5,long,0.061281412846956165
67,6,webgl,0.05587550526807539
67,7,int unsigned,0.05339668535307752
67,8,long long,0.04179449808896763
67,9,unsigned,0.04126545490406178
68,0,decoder,0.10277487523866978
68,1,ffmpeg,0.09375965580709511
68,2,codec,0.05787147135821254
68,3,decoding,0.05407539454870638
68,4,worker thread,0.0483156879287381
68,5,libxulso,0.045915695745724294
68,6,plugin,0.039430406317879904
68,7,android,0.038543811393725605
68,8,video,0.037472675668420795
68,9,hardware,0.03602881157241167
69,0,0s,0.13013159474358837
69,1,diff,0.12677749396583646
69,2,actual,0.06890549104893634
69,3,task,0.06378698023793325
69,4,test failure,0.0602864763577338
69,5,expected,0.058316591408809466
69,6,test run,0.05593197425737891
69,7,stacktrace,0.053211806972857524
69,8,node,0.05041117043417917
69,9,ui,0.04089007705316691
70,0,glean,0.14094958520433534
70,1,sdk,0.07541933492027059
70,2,version,0.036784707978583304
70,3,plugin,0.03412246700585761
70,4,docs,0.0331249666631446
70,5,projects,0.031660198896097204
70,6,plugins,0.03148061088786212
70,7,fennec,0.031163409016280896
70,8,app,0.03032208872082708
70,9,syntax,0.029363159169634983
71,0,color,0.10485578456275435
71,1,highlight,0.04872626157129802
71,2,colors,0.03958658320963113
71,3,sync,0.036002863658137575
71,4,pr,0.034283906266784604
71,5,tests,0.025344080680678394
71,6,parsing,0.024713586075985915
71,7,upstream,0.02408684623352736
71,8,wptsync sync,0.02388601128534651
71,9,sync webplatformtests,0.02388601128534651
72,0,koji ishii,0.05154383977918969
72,1,ishii kojiichromiumorg,0.05154383977918969
72,2,koji,0.05154383977918969
72,3,kojiichromiumorg,0.05154383977918969
72,4,ishii,0.05075813772645763
72,5,sync,0.033835862616685426
72,6,follow koji,0.0325640387087957
72,7,kojiichromiumorg wrote,0.0325640387087957
72,8,pr,0.032220368730142626
72,9,patch,0.02893046407115684
73,0,binding,0.21465945479049595
73,1,menulist,0.09637257601802003
73,2,dexbl,0.08282332007719169
73,3,bindings,0.06625957268625655
73,4,menu,0.058948644541287086
73,5,custom element,0.05730124226118808
73,6,xbl,0.054243409766197764
73,7,remove,0.049163969993668365
73,8,menuitem,0.04298316654105378
73,9,custom,0.04059501822122427
74,0,files,0.08007953576668136
74,1,commits,0.07726689306432953
74,2,commit,0.07214361176399908
74,3,script,0.061690740413032165
74,4,mozbuild,0.05522303865119674
74,5,cluster,0.05048428846158526
74,6,branch,0.04677735237873434
74,7,rebase,0.04612903125931134
74,8,noop,0.04275724762381273
74,9,hg,0.03315324820784774
75,0,webcodecs,0.059246577098271185
75,1,counters,0.03368960004943072
75,2,sync,0.03365806286674635
75,3,pr,0.032051058032553405
75,4,changeid,0.03086817197168359
75,5,reviewedon,0.03086817197168359
75,6,revert,0.027702739707674395
75,7,upstream,0.022629040575308675
75,8,codec,0.022570124608865212
75,9,sync webplatformtests,0.0223303589712173
76,0,security,0.05636139336471644
76,1,key,0.055533254786342606
76,2,nov,0.03425872234229685
76,3,usb,0.031939100408823105
76,4,device,0.029112668635381297
76,5,06,0.027937105879721633
76,6,login,0.027122548784848
76,7,authentication,0.026356591834506997
76,8,register,0.02523334876093249
76,9,results,0.024119847469694918
77,0,pass,0.23965734542434272
77,1,fail,0.20565244305454164
77,2,chrome,0.1992176972241099
77,3,webdriver,0.07810865521516928
77,4,bidi,0.07485060910648093
77,5,webdriver bidi,0.05972422122509142
77,6,argument,0.03234674740151912
77,7,cdp,0.026531733322827385
77,8,context,0.02402999437271632
77,9,command,0.024003994252266278
78,0,video,0.07118982987668047
78,1,playback,0.06266709590900242
78,2,media,0.05722524047489862
78,3,tracks,0.04164273451514775
78,4,decoder,0.02938539511441126
78,5,streams,0.02602670907196734
78,6,automation,0.02114109390048662
78,7,telemetry,0.020651059095777788
78,8,behaviors,0.020543263273618308
78,9,called,0.02017850653753174
79,0,fail,0.15770142055909883
79,1,safari,0.10319157232942809
79,2,pass,0.09655641506962441
79,3,property,0.0805170569776523
79,4,chrome,0.06999080987004637
79,5,wpt,0.06349316697572586
79,6,color,0.05830700239357019
79,7,ci,0.05794616552567834
79,8,bot,0.05304681144081348
79,9,blue,0.0496044709768608
80,0,fission,0.1546743386653279
80,1,processes,0.03139936027677661
80,2,content processes,0.029909815746643344
80,3,ublock,0.027049359040391296
80,4,manager,0.027018803472592764
80,5,content,0.024481172543575694
80,6,headless mode,0.023249729055225918
80,7,bug number,0.022926999718495232
80,8,enable,0.02198958660238772
80,9,reenable,0.021690523459482317
81,0,mouse,0.09992364206700376
81,1,events,0.04794713314855982
81,2,pointer,0.03292358285645179
81,3,event,0.03125182851230653
81,4,dom,0.027561487365216103
81,5,lock,0.027285328526263395
81,6,info testpass,0.026427211721012228
81,7,testpass,0.02556393117066057
81,8,cursor,0.021744173043382414
81,9,test bound,0.02105709793119078
82,0,fedcm,0.19422466333250168
82,1,christian,0.06521026725678333
82,2,sync,0.0411468778432783
82,3,pr,0.039182319399499774
82,4,reviewedon,0.034406576182645504
82,5,changeid,0.034406576182645504
82,6,account,0.033122357148160336
82,7,webplatformtests pr,0.027298794836259466
82,8,wptsync,0.027298794836259466
82,9,sync webplatformtests,0.027298794836259466
