Topic,Count,Name,Representation,Representative_Docs
-1,6869,-1_sync_pr_firefox_tests,"['sync', 'pr', 'firefox', 'tests', 'closed', 'upstream', 'complete', 'follow', 'mozillacentral', 'wrote']","['Support WINDOW_ID_CURRENT in browser.windows.remove\nUser Agent: Mozilla/5.0 (X11; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0 Build ID: 20180426220144 Steps to reproduce: 1. Open a new window 2. Debug an extension in about:debugging 3. Run: browser.windows.remove(browser.windows.WINDOW_ID_CURRENT) Actual results: Error: Type error for parameter windowId (Integer -2 is too small (must be at least 0)) for windows.remove. Expected results: The window is removed. --- This is a regression in Firefox Nightly. The schema of this api set the minimum value of windowId to 0, but it was not enforced before the fix of Bug 1448120. Now it is enforced and WINDOW_ID_CURRENT(-2) is rejected. Suggested fix: change the minimum windowId to -2 like other windows apis.', '[Experiment] No ""expose"" telemetry event is attached to the ""ipProtection"" feature configuration\n**[Affected versions]:** - Firefox Beta 143.0b8 - Build ID: 20250903090610 **[Affected Platforms]:** - Windows 10 x64 **[Prerequisites]:** - Have a Firefox en-US locale installed. - Have a Firefox profile that is older than 7 days. - Have FxA enabled, but you are not signed in to sync. - Have no enterprise policies. - Have no custom proxy. - The ""Mozilla VPN"" addon is not installed. - Have the `app.update.channel` pref set to `release` in the ""about:config"" page. - Have the [user.js](https://drive.google.com/file/d/1s8Zu8y70ut851CIrXN-mIJigygM5Ym7D/view?usp=drive_link) file saved to your PC. **[Steps to reproduce]:** 1. Open the browser using the profile from the prerequisites. 2. Navigate to the profile folder and delete the ""state.json"" file from the ""datareporting"" folder. 3. Paste the [user.js](https://drive.google.com/file/d/1s8Zu8y70ut851CIrXN-mIJigygM5Ym7D/view?usp=drive_link) file from the prerequisites in the same folder and restart the browser. 4. Navigate to the ""about:telemetry"" page and select the ""Events"" tab. 5. Search after the ""expose"" term and observe the displayed pings. **[Expected result]:** - An ""expose"" telemetry event specific to the ""firefox-vpn-for-windows-10-users"" experiment is displayed. **[Actual result]:** - No ""expose"" telemetry event is triggered for the ""firefox-vpn-for-windows-10-users"" experiment. **[Notes]:** - After looking in the ""FeatureManifest.yaml"", it seems that the ""[ipProtection](https://searchfox.org/firefox-main/rev/7620954e589eb74f20e94e284b250848a159fca0/toolkit/components/nimbus/FeatureManifest.yaml#5130)"" feature configuration does not have an ""exposure"" event attached.', 'Cross containers switch-to-tab artifacts on the address bar dropdown\nCreated attachment 9389952 bookmarks-tabs.png **Notes** * So far we encounter this issue with (at least) 3 different scenarios, but since the Browser Console error is the same, we will only log this bug. **Found in** * Firefox Nightly 125.0a1; **Affected versions** * Firefox 124beta8 (using `Firefox Multi-Account Containers` add-on) * Firefox Nightly 125.0a1; **Affected platforms** * Windows 10; * Ubuntu 22; * macOS 12; **Unaffected platforms** * N/A; **Preconditions** * browser.urlbar.switchTabs.searchAllContainers set to true **Steps to reproduce** 1. Launch Firefox with the profile from preconditions. 2. Open several websites in different container tabs (Personal, Work, Banking, Shopping). 3. Select Bookmarks and then Tabs from `This time, search with` address bar section. 4. (intermittent) Start typing a domain name for a switch-to-tab container. 5. (intermittent) Open `bugzilla.mozilla.org` in every default container and also add it as an open search engine 6. Type ""bugzilla.mozilla"" in the address bar. **Expected result** 3. `Tabs` search mode displays only open tabs results. 4. First result from the address bar dropdown is correctly displayed. 6. Firefox Suggest result is correctly displayed **Actual result** 3. Bookmarks and Tabs results are mingled, there is an artifact reduced switch-to-tab container icon. 4. `Visit` has the container color, please see ""visit.png"" attachment. 6. Firefox Suggest also shows the reduced switch-to-tab container icon, please see the ""open search"" attachment. **Browser Console error** * TypeError: actionNode.querySelector(...) is null - UrlbarController.sys.mjs:701:19 **Regression range** * Not a regression.']"
