op_sys,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
Windows,0.5035161744022504,0.008438818565400843,0.0014064697609001407,0.0,0.0,0.0035161744022503515,0.0,0.0014064697609001407,0.0,0.0,0.0035161744022503515,0.0,0.0007032348804500703,0.006329113924050633,0.008438818565400843,0.0007032348804500703,0.004922644163150493,0.0,0.0,0.002109704641350211,0.006329113924050633,0.0007032348804500703,0.004219409282700422,0.0,0.010548523206751054,0.0014064697609001407,0.0,0.0007032348804500703,0.005625879043600563,0.02812939521800281,0.0014064697609001407,0.0007032348804500703,0.016877637130801686,0.0035161744022503515,0.002109704641350211,0.006329113924050633,0.0007032348804500703,0.0,0.0028129395218002813,0.0,0.0,0.0035161744022503515,0.0,0.0028129395218002813,0.004922644163150493,0.009845288326300985,0.0007032348804500703,0.0028129395218002813,0.0007032348804500703,0.16033755274261605,0.0035161744022503515,0.0,0.0007032348804500703,0.0,0.030942334739803096,0.0007032348804500703,0.0007032348804500703,0.0035161744022503515,0.006329113924050633,0.0,0.002109704641350211,0.0189873417721519,0.0,0.0014064697609001407,0.0,0.0,0.0,0.004219409282700422,0.005625879043600563,0.0014064697609001407,0.0,0.0007032348804500703,0.0,0.0007032348804500703,0.0,0.012658227848101266,0.006329113924050633,0.004219409282700422,0.0007032348804500703,0.03656821378340366,0.0,0.0028129395218002813,0.0028129395218002813,0.0,0.0007032348804500703,0.02109704641350211,0.0007032348804500703,0.0,0.0,0.0007032348804500703,0.0028129395218002813,0.0,0.0,0.0028129395218002813,0.0007032348804500703,0.0,0.0
Windows 10,0.3496557000765111,0.001530221882172915,0.0,0.0,0.0,0.051262433052792655,0.0022953328232593728,0.0007651109410864575,0.0,0.0,0.0038255547054322878,0.0007651109410864575,0.19204284621270085,0.0,0.00612088752869166,0.0007651109410864575,0.001530221882172915,0.0,0.0,0.0,0.0038255547054322878,0.0,0.0007651109410864575,0.0007651109410864575,0.0045906656465187455,0.0,0.0,0.001530221882172915,0.0,0.013006885998469778,0.0,0.0,0.030604437643458302,0.0,0.0022953328232593728,0.0038255547054322878,0.0022953328232593728,0.0,0.0022953328232593728,0.0,0.0,0.00306044376434583,0.0,0.001530221882172915,0.0,0.001530221882172915,0.0,0.0007651109410864575,0.001530221882172915,0.1943381790359602,0.0,0.0,0.0,0.0,0.01224177505738332,0.0022953328232593728,0.0,0.0007651109410864575,0.0045906656465187455,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0007651109410864575,0.0,0.0,0.0007651109410864575,0.00306044376434583,0.005355776587605203,0.0,0.0,0.0,0.0,0.0007651109410864575,0.0007651109410864575,0.014537107880642693,0.0076511094108645756,0.00612088752869166,0.0,0.01224177505738332,0.0,0.00612088752869166,0.0,0.0,0.0,0.023718439173680182,0.0,0.001530221882172915,0.0,0.0076511094108645756,0.00306044376434583,0.0007651109410864575,0.0,0.0007651109410864575,0.0022953328232593728,0.0,0.0
Windows 11,0.3074074074074074,0.0,0.0,0.0,0.0,0.011111111111111112,0.018518518518518517,0.003703703703703704,0.0,0.0,0.0,0.0,0.14814814814814814,0.003703703703703704,0.003703703703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007407407407407408,0.0,0.022222222222222223,0.0,0.0,0.007407407407407408,0.0,0.0,0.003703703703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003703703703703704,0.0,0.0,0.0,0.3037037037037037,0.0,0.0,0.0,0.0,0.014814814814814815,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.003703703703703704,0.0,0.003703703703703704,0.0,0.0,0.0,0.0,0.0,0.025925925925925925,0.007407407407407408,0.003703703703703704,0.0,0.018518518518518517,0.0,0.003703703703703704,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.011111111111111112,0.007407407407407408,0.0,0.0,0.007407407407407408,0.0,0.0,0.0
Windows 2000,0.3924050632911392,0.0,0.0759493670886076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02531645569620253,0.0,0.0,0.012658227848101266,0.06329113924050633,0.02531645569620253,0.0,0.0,0.0379746835443038,0.0,0.0,0.0379746835443038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12658227848101267,0.0,0.012658227848101266,0.0,0.0,0.0,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,0.0,0.02531645569620253,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0
Windows 7,0.488929889298893,0.00922509225092251,0.0018450184501845018,0.0018450184501845018,0.0,0.0,0.0,0.0018450184501845018,0.0,0.0,0.0036900369003690036,0.0,0.0,0.0,0.0,0.0018450184501845018,0.005535055350553505,0.005535055350553505,0.0,0.0,0.01107011070110701,0.0,0.0,0.0,0.007380073800738007,0.0,0.0,0.005535055350553505,0.0018450184501845018,0.023985239852398525,0.0,0.0,0.042435424354243544,0.0,0.0036900369003690036,0.0036900369003690036,0.0,0.0,0.016605166051660517,0.0,0.0,0.007380073800738007,0.0,0.005535055350553505,0.0,0.0,0.0,0.0,0.0,0.14391143911439114,0.005535055350553505,0.0,0.0,0.0,0.01107011070110701,0.0018450184501845018,0.0,0.0,0.005535055350553505,0.0018450184501845018,0.0,0.0036900369003690036,0.0,0.0,0.0,0.0,0.0,0.00922509225092251,0.007380073800738007,0.0,0.0,0.0,0.0036900369003690036,0.0,0.0,0.016605166051660517,0.007380073800738007,0.07380073800738007,0.016605166051660517,0.0018450184501845018,0.0,0.012915129151291513,0.0,0.0,0.0,0.02029520295202952,0.0,0.0,0.0,0.0036900369003690036,0.0036900369003690036,0.0,0.0,0.0,0.0,0.0,0.0
Windows 8,0.5098039215686274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2549019607843137,0.0,0.0,0.0,0.0,0.058823529411764705,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Windows 8.1,0.5704225352112676,0.007042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007042253521126761,0.007042253521126761,0.0,0.0,0.007042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.035211267605633804,0.007042253521126761,0.007042253521126761,0.0,0.0,0.06338028169014084,0.0,0.007042253521126761,0.0,0.0,0.0,0.014084507042253521,0.0,0.0,0.06338028169014084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028169014084507043,0.0,0.0,0.0,0.0,0.02112676056338028,0.0,0.0,0.0,0.0,0.0,0.007042253521126761,0.007042253521126761,0.0,0.0,0.0,0.0,0.0,0.007042253521126761,0.007042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.035211267605633804,0.028169014084507043,0.0,0.007042253521126761,0.0,0.035211267605633804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007042253521126761,0.0,0.0
Windows 95,0.6526315789473685,0.0,0.021052631578947368,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031578947368421054,0.0,0.0,0.0,0.010526315789473684,0.021052631578947368,0.0,0.021052631578947368,0.021052631578947368,0.010526315789473684,0.010526315789473684,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042105263157894736,0.0,0.010526315789473684,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Windows 98,0.528,0.008,0.032,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.008,0.0,0.016,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.032,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.024,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.008,0.0,0.008,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0
Windows CE,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Windows ME,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Windows NT,0.5235955056179775,0.0,0.029213483146067417,0.0,0.0,0.006741573033707865,0.0022471910112359553,0.0044943820224719105,0.0,0.0,0.0022471910112359553,0.0,0.0022471910112359553,0.0,0.0,0.0022471910112359553,0.0,0.0,0.0022471910112359553,0.0,0.0022471910112359553,0.0,0.0,0.0,0.10337078651685393,0.0,0.0,0.0,0.033707865168539325,0.008988764044943821,0.0,0.01348314606741573,0.0044943820224719105,0.0,0.0,0.01348314606741573,0.0,0.0044943820224719105,0.0,0.0,0.0,0.011235955056179775,0.0,0.02247191011235955,0.0,0.0,0.0,0.0,0.0,0.11685393258426967,0.0022471910112359553,0.0,0.0,0.0,0.0044943820224719105,0.0022471910112359553,0.0,0.0,0.006741573033707865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471910112359553,0.01348314606741573,0.0,0.0,0.0,0.0,0.0022471910112359553,0.0,0.006741573033707865,0.02247191011235955,0.0,0.0,0.0,0.0,0.0044943820224719105,0.0,0.0,0.0,0.0044943820224719105,0.0,0.0,0.0022471910112359553,0.0022471910112359553,0.01348314606741573,0.0,0.0,0.0,0.0,0.0,0.0
Windows Server 2003,0.5,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Windows Server 2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Windows Vista,0.5652173913043478,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.043478260869565216,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.021739130434782608,0.0,0.0
Windows XP,0.44660194174757284,0.003236245954692557,0.006472491909385114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003236245954692557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003236245954692557,0.0,0.0,0.0,0.02912621359223301,0.0,0.0,0.0,0.012944983818770227,0.03559870550161812,0.0,0.0,0.05501618122977346,0.006472491909385114,0.0,0.003236245954692557,0.003236245954692557,0.0,0.003236245954692557,0.0,0.0,0.009708737864077669,0.0,0.12297734627831715,0.0,0.0,0.0,0.0,0.0,0.061488673139158574,0.0,0.0,0.0,0.0,0.006472491909385114,0.0,0.0,0.006472491909385114,0.012944983818770227,0.0,0.0,0.003236245954692557,0.0,0.003236245954692557,0.0,0.003236245954692557,0.0,0.019417475728155338,0.022653721682847898,0.0,0.0,0.0,0.0,0.006472491909385114,0.0,0.02912621359223301,0.009708737864077669,0.02912621359223301,0.0,0.0,0.0,0.016181229773462782,0.0,0.0,0.0,0.012944983818770227,0.0,0.0,0.0,0.006472491909385114,0.0,0.0,0.0,0.0,0.006472491909385114,0.0,0.0
iOS,0.8085106382978723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.02127659574468085,0.02127659574468085,0.0,0.0
macOS,0.5474537037037037,0.003472222222222222,0.0028935185185185184,0.0,0.0,0.0,0.004629629629629629,0.0023148148148148147,0.0,0.0005787037037037037,0.001736111111111111,0.0005787037037037037,0.007523148148148148,0.0023148148148148147,0.003472222222222222,0.0,0.005787037037037037,0.01099537037037037,0.0005787037037037037,0.0005787037037037037,0.028935185185185185,0.001736111111111111,0.006944444444444444,0.0,0.012152777777777778,0.0011574074074074073,0.0005787037037037037,0.0,0.013310185185185185,0.017361111111111112,0.0005787037037037037,0.0011574074074074073,0.036458333333333336,0.001736111111111111,0.0005787037037037037,0.00636574074074074,0.005208333333333333,0.0011574074074074073,0.0023148148148148147,0.001736111111111111,0.0,0.005787037037037037,0.0011574074074074073,0.005208333333333333,0.0011574074074074073,0.0023148148148148147,0.0005787037037037037,0.0028935185185185184,0.0011574074074074073,0.07002314814814815,0.0023148148148148147,0.0,0.001736111111111111,0.0,0.019675925925925927,0.001736111111111111,0.0,0.001736111111111111,0.004629629629629629,0.0023148148148148147,0.003472222222222222,0.003472222222222222,0.0,0.0,0.0005787037037037037,0.0011574074074074073,0.0,0.005208333333333333,0.011574074074074073,0.001736111111111111,0.0,0.0,0.015046296296296295,0.0005787037037037037,0.0,0.009837962962962963,0.011574074074074073,0.008101851851851851,0.00636574074074074,0.0023148148148148147,0.0,0.006944444444444444,0.0,0.0005787037037037037,0.001736111111111111,0.030671296296296297,0.0,0.0,0.0,0.006944444444444444,0.009837962962962963,0.0,0.0,0.001736111111111111,0.001736111111111111,0.0,0.0
