product,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
Data Platform and Tools Graveyard,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.13636363636363635,0.022727272727272728,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.06818181818181818,0.11363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Data Science,0.6060606060606061,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.015151515151515152,0.0,0.015151515151515152,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.030303030303030304,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DevTools,0.6542662116040956,0.007849829351535836,0.0,0.0,0.0,0.0,0.0,0.00034129692832764505,0.0,0.00034129692832764505,0.0013651877133105802,0.0006825938566552901,0.00034129692832764505,0.0006825938566552901,0.0006825938566552901,0.0010238907849829352,0.0,0.00034129692832764505,0.00034129692832764505,0.0,0.0,0.00034129692832764505,0.0,0.00034129692832764505,0.0027303754266211604,0.0,0.0010238907849829352,0.0017064846416382253,0.0017064846416382253,0.008873720136518772,0.0017064846416382253,0.004436860068259386,0.011945392491467578,0.009215017064846417,0.0,0.00034129692832764505,0.0,0.0,0.0010238907849829352,0.0020477815699658703,0.0,0.007167235494880546,0.00034129692832764505,0.004436860068259386,0.0006825938566552901,0.0010238907849829352,0.0006825938566552901,0.0006825938566552901,0.0006825938566552901,0.0027303754266211604,0.002389078498293515,0.00034129692832764505,0.0017064846416382253,0.011604095563139932,0.10921501706484642,0.004095563139931741,0.010580204778156996,0.024914675767918087,0.0006825938566552901,0.0,0.00034129692832764505,0.0,0.0006825938566552901,0.0017064846416382253,0.0,0.0013651877133105802,0.0006825938566552901,0.0013651877133105802,0.002389078498293515,0.0,0.0020477815699658703,0.0,0.0034129692832764505,0.0010238907849829352,0.0,0.009897610921501706,0.005119453924914676,0.0,0.00034129692832764505,0.0,0.0,0.010921501706484642,0.0006825938566552901,0.00034129692832764505,0.0006825938566552901,0.0378839590443686,0.0030716723549488053,0.00034129692832764505,0.002389078498293515,0.0006825938566552901,0.006825938566552901,0.0006825938566552901,0.00034129692832764505,0.0027303754266211604,0.002389078498293515,0.0,0.0
DevTools Graveyard,0.5952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.023809523809523808,0.11904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Developer Documentation Graveyard,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Developer Infrastructure,0.4093686354378819,0.004073319755600814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004073319755600814,0.0,0.0,0.0,0.0,0.010183299389002037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002036659877800407,0.004073319755600814,0.0,0.0,0.0,0.0,0.0,0.002036659877800407,0.0,0.002036659877800407,0.0,0.0,0.002036659877800407,0.0,0.008146639511201629,0.0,0.0,0.008146639511201629,0.002036659877800407,0.002036659877800407,0.002036659877800407,0.002036659877800407,0.002036659877800407,0.002036659877800407,0.0,0.0,0.2892057026476578,0.13441955193482688,0.002036659877800407,0.0,0.0,0.0,0.004073319755600814,0.04073319755600815,0.048879837067209775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006109979633401222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002036659877800407,0.0,0.0,0.004073319755600814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Developer Services,0.5733333333333334,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.02666666666666667,0.06666666666666667,0.0,0.013333333333333334,0.0,0.0,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,0.02666666666666667,0.05333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Directory Graveyard,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Documentation Graveyard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eliot,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
External Software Affecting Firefox,0.16393442622950818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.04918032786885246,0.01639344262295082,0.0,0.0,0.01639344262295082,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.6885245901639344,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
External Software Affecting Firefox Graveyard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firefox,0.5784009094353922,0.004092459264873058,0.0,7.578628268283441e-05,0.012125805229253505,0.0006820765441455097,0.00030314513073133765,0.0015157256536566881,0.0,0.0032588101553618796,0.02303902993558166,0.0007578628268283441,0.0007578628268283441,0.0,7.578628268283441e-05,0.00030314513073133765,0.0,0.0011367942402425162,0.0,0.0,0.002197802197802198,0.0,0.0,0.0,0.002425161045850701,0.00037893141341417203,7.578628268283441e-05,7.578628268283441e-05,0.0017430845017051913,0.00515346722243274,0.0006062902614626753,0.003334596438044714,0.00636604774535809,0.005835543766578249,0.006138688897309587,0.0078059871163319436,0.0009094353921940128,0.0,0.0009852216748768472,0.00015157256536566882,0.00015157256536566882,0.005608184918529746,7.578628268283441e-05,0.0009852216748768472,0.0002273588480485032,0.00015157256536566882,0.0022735884804850324,0.0004547176960970064,0.0,0.004244031830238726,0.00015157256536566882,0.0005305039787798408,0.0002273588480485032,0.005987116331943918,0.04456233421750663,0.0007578628268283441,0.0009094353921940128,0.0022735884804850324,0.00841227737779462,7.578628268283441e-05,0.00037893141341417203,0.00015157256536566882,0.00037893141341417203,0.00015157256536566882,0.0,0.0011367942402425162,0.013565744600227359,0.0018188707843880257,0.0006820765441455097,0.0028798787419477075,0.00015157256536566882,7.578628268283441e-05,0.0002273588480485032,0.00015157256536566882,0.00030314513073133765,0.008109132247063281,0.0015915119363395225,0.018264494126563093,0.026600985221674877,0.01909814323607427,0.002955665024630542,0.05017051913603638,0.0023493747631678666,0.004092459264873058,0.0009094353921940128,0.02288745737021599,0.0008336491095111784,0.00030314513073133765,0.0005305039787798408,0.014323607427055704,0.016445623342175066,0.0,0.0,0.029632436528988254,0.009776430466085638,0.00015157256536566882,0.00015157256536566882
Firefox Build System,0.4793438639125152,0.013973268529769137,0.0006075334143377885,0.0,0.0,0.0,0.0,0.0,0.0,0.0006075334143377885,0.006075334143377886,0.0,0.0,0.001215066828675577,0.0006075334143377885,0.006075334143377886,0.0,0.0,0.0,0.0,0.001215066828675577,0.0,0.0006075334143377885,0.0,0.0006075334143377885,0.0018226002430133657,0.0,0.0,0.002430133657351154,0.002430133657351154,0.0006075334143377885,0.0,0.0,0.004860267314702308,0.0,0.0,0.0006075334143377885,0.0,0.0,0.0054678007290400975,0.013365735115431349,0.0018226002430133657,0.006075334143377886,0.0,0.00425273390036452,0.003037667071688943,0.0,0.0018226002430133657,0.015188335358444714,0.0054678007290400975,0.0,0.0,0.0,0.003037667071688943,0.22174969623329283,0.01275820170109356,0.0006075334143377885,0.0,0.0,0.011543134872417983,0.09659781287970838,0.07047387606318348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006075334143377885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006075334143377885,0.0006075334143377885,0.0006075334143377885,0.0,0.0,0.0,0.0006075334143377885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firefox Graveyard,0.6560693641618497,0.0,0.002890173410404624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002890173410404624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002890173410404624,0.0,0.0,0.0,0.002890173410404624,0.0,0.0,0.002890173410404624,0.0,0.0,0.002890173410404624,0.0,0.0,0.008670520231213872,0.002890173410404624,0.005780346820809248,0.0,0.0,0.0,0.0,0.0,0.011560693641618497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028901734104046242,0.0,0.0,0.002890173410404624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18786127167630057,0.0,0.0,0.0,0.0,0.0,0.0,0.002890173410404624,0.0,0.002890173410404624,0.0,0.008670520231213872,0.002890173410404624,0.002890173410404624,0.008670520231213872,0.002890173410404624,0.014450867052023121,0.0,0.0,0.0,0.005780346820809248,0.02601156069364162,0.0,0.0,0.0,0.0,0.0,0.0
Firefox Health Report Graveyard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firefox OS Graveyard,0.5676691729323309,0.015037593984962405,0.0,0.0,0.0,0.0,0.0037593984962406013,0.0,0.0,0.0,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.007518796992481203,0.0,0.0,0.10902255639097744,0.0037593984962406013,0.0,0.0,0.015037593984962405,0.0037593984962406013,0.0,0.0,0.0037593984962406013,0.011278195488721804,0.0,0.0,0.045112781954887216,0.011278195488721804,0.007518796992481203,0.007518796992481203,0.007518796992481203,0.0,0.0,0.007518796992481203,0.007518796992481203,0.03383458646616541,0.007518796992481203,0.0,0.0,0.0,0.0,0.0,0.0,0.007518796992481203,0.0037593984962406013,0.0,0.0037593984962406013,0.0,0.015037593984962405,0.0,0.0,0.0037593984962406013,0.0,0.0,0.0,0.007518796992481203,0.0,0.0,0.0,0.0,0.0,0.0,0.0037593984962406013,0.0,0.0,0.0,0.0,0.0,0.0,0.0037593984962406013,0.03383458646616541,0.0,0.0,0.0037593984962406013,0.0,0.0,0.0,0.0,0.0,0.007518796992481203,0.0037593984962406013,0.0,0.0,0.0,0.011278195488721804,0.0,0.0,0.0,0.0,0.0,0.0
Firefox for Android,0.570264765784114,0.002618562700029095,0.0,0.0,0.0002909514111143439,0.0008728542333430317,0.0,0.0008728542333430317,0.03956939191155077,0.0,0.045097468722723306,0.0005819028222286878,0.005528076811172534,0.0,0.0,0.0002909514111143439,0.0,0.0005819028222286878,0.0,0.0,0.0014547570555717194,0.0,0.0,0.0002909514111143439,0.0011638056444573757,0.0,0.0,0.0,0.0,0.0017457084666860634,0.0008728542333430317,0.008146639511201629,0.007564736688972942,0.0011638056444573757,0.0011638056444573757,0.014547570555717195,0.0014547570555717194,0.0,0.0,0.005819028222286878,0.008437590922315974,0.0014547570555717194,0.0119290078556881,0.0002909514111143439,0.0,0.0,0.0008728542333430317,0.0008728542333430317,0.0,0.03607797497817864,0.0002909514111143439,0.0,0.0002909514111143439,0.0,0.016293279022403257,0.0005819028222286878,0.0002909514111143439,0.0008728542333430317,0.020366598778004074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002909514111143439,0.0023276112889147513,0.0017457084666860634,0.0023276112889147513,0.0,0.0,0.0,0.0,0.0,0.0011638056444573757,0.0002909514111143439,0.0,0.0002909514111143439,0.014547570555717195,0.0069828338667442535,0.030840849578120454,0.0005819028222286878,0.0002909514111143439,0.0002909514111143439,0.016293279022403257,0.0,0.0,0.0002909514111143439,0.01571137620017457,0.048297934244981085,0.0,0.0005819028222286878,0.03724178062263602,0.006109979633401222,0.0,0.0
Firefox for Android Graveyard,0.5863377609108159,0.0,0.0018975332068311196,0.0,0.0018975332068311196,0.0018975332068311196,0.0,0.0018975332068311196,0.0,0.0,0.0056925996204933585,0.0,0.0018975332068311196,0.0,0.0,0.0018975332068311196,0.0,0.0056925996204933585,0.0,0.0,0.011385199240986717,0.0,0.007590132827324478,0.0,0.0,0.0,0.0,0.0,0.0018975332068311196,0.0018975332068311196,0.0018975332068311196,0.0,0.07590132827324478,0.0056925996204933585,0.003795066413662239,0.0018975332068311196,0.0,0.0,0.0,0.036053130929791274,0.003795066413662239,0.0056925996204933585,0.04554079696394687,0.0,0.0,0.0,0.0018975332068311196,0.0,0.0,0.04364326375711575,0.0,0.0,0.0,0.003795066413662239,0.013282732447817837,0.0018975332068311196,0.0,0.0,0.009487666034155597,0.0,0.003795066413662239,0.0,0.0,0.0,0.0,0.0,0.0018975332068311196,0.0,0.0018975332068311196,0.051233396584440226,0.0,0.0,0.0,0.0,0.0,0.003795066413662239,0.0018975332068311196,0.0,0.0,0.0,0.0,0.020872865275142316,0.0,0.0,0.0,0.009487666034155597,0.0,0.0,0.0,0.0018975332068311196,0.009487666034155597,0.0,0.0,0.0018975332068311196,0.0056925996204933585,0.0,0.0
Firefox for FireTV Graveyard,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firefox for Metro Graveyard,0.5238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.09523809523809523,0.0,0.0,0.047619047619047616,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firefox for iOS,0.7419354838709677,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.03225806451612903,0.03225806451612903,0.0,0.0
Focus,0.5563380281690141,0.007042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.04225352112676056,0.0,0.028169014084507043,0.0,0.007042253521126761,0.0,0.0,0.0,0.0,0.014084507042253521,0.0,0.0,0.007042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02112676056338028,0.007042253521126761,0.0,0.007042253521126761,0.014084507042253521,0.0,0.0,0.0,0.0,0.035211267605633804,0.0,0.007042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.08450704225352113,0.0,0.0,0.0,0.0,0.04225352112676056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056338028169014086,0.0,0.0,0.0,0.0,0.007042253521126761,0.007042253521126761,0.0,0.0,0.0,0.007042253521126761,0.0,0.0,0.0,0.0,0.02112676056338028,0.0,0.0,0.007042253521126761,0.0,0.0,0.0
Focus-iOS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GeckoView,0.432510885341074,0.0043541364296081275,0.0,0.0,0.0,0.002902757619738752,0.002902757619738752,0.002902757619738752,0.0043541364296081275,0.0,0.008708272859216255,0.0,0.001451378809869376,0.0,0.0,0.0,0.0,0.0043541364296081275,0.0,0.0,0.0043541364296081275,0.001451378809869376,0.0,0.0,0.0,0.001451378809869376,0.0,0.001451378809869376,0.005805515239477504,0.005805515239477504,0.001451378809869376,0.02177068214804064,0.01741654571843251,0.01451378809869376,0.002902757619738752,0.00725689404934688,0.002902757619738752,0.0,0.0,0.22931785195936139,0.015965166908563134,0.0,0.00725689404934688,0.0,0.001451378809869376,0.0,0.0,0.0,0.0,0.04644412191582003,0.0,0.0,0.0,0.00725689404934688,0.059506531204644414,0.001451378809869376,0.002902757619738752,0.0043541364296081275,0.011611030478955007,0.0,0.001451378809869376,0.0,0.0,0.0,0.0,0.0,0.0,0.011611030478955007,0.001451378809869376,0.0,0.001451378809869376,0.0,0.0,0.0,0.0,0.008708272859216255,0.008708272859216255,0.0043541364296081275,0.0043541364296081275,0.0,0.0,0.001451378809869376,0.0,0.008708272859216255,0.0,0.002902757619738752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001451378809869376,0.001451378809869376,0.0,0.001451378809869376
GeckoView Graveyard,0.6779661016949152,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.1016949152542373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.06779661016949153,0.0,0.0847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello (Loop),0.8421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0
